Image File Name,Label
transfer_1_transfer_1positive_whole_combined.jpg,positive
transfer_1_negative_normalizedcut1_combined.jpg,negative
transfer_1_negative_normalizedcut2_combined.jpg,negative
transfer_1_negative_normalizedcut3_combined.jpg,negative
transfer_1_positive_normalizedcut4_combined.jpg,positive
transfer_1_negative_normalizedcut5_combined.jpg,negative
transfer_1_negative_normalizedcut6_combined.jpg,negative
transfer_1_negative_normalizedcut7_combined.jpg,negative
transfer_1_negative_normalizedcut8_combined.jpg,negative
transfer_1_positive_normalizedcut9_combined.jpg,positive
transfer_1_negative_normalizedcut10_combined.jpg,negative
transfer_2_transfer_2positive_whole_combined.jpg,positive
transfer_2_negative_normalizedcut1_combined.jpg,negative
transfer_2_negative_normalizedcut2_combined.jpg,negative
transfer_2_negative_normalizedcut3_combined.jpg,negative
transfer_2_positive_normalizedcut4_combined.jpg,positive
transfer_2_negative_normalizedcut5_combined.jpg,negative
transfer_2_negative_normalizedcut6_combined.jpg,negative
transfer_2_negative_normalizedcut7_combined.jpg,negative
transfer_2_negative_normalizedcut8_combined.jpg,negative
transfer_2_positive_normalizedcut9_combined.jpg,positive
transfer_2_positive_normalizedcut10_combined.jpg,positive
transfer_3_transfer_3positive_whole_combined.jpg,positive
transfer_3_negative_normalizedcut1_combined.jpg,negative
transfer_3_negative_normalizedcut2_combined.jpg,negative
transfer_3_negative_normalizedcut3_combined.jpg,negative
transfer_3_positive_normalizedcut4_combined.jpg,positive
transfer_3_negative_normalizedcut5_combined.jpg,negative
transfer_3_negative_normalizedcut6_combined.jpg,negative
transfer_3_negative_normalizedcut7_combined.jpg,negative
transfer_3_negative_normalizedcut8_combined.jpg,negative
transfer_3_positive_normalizedcut9_combined.jpg,positive
transfer_3_negative_normalizedcut10_combined.jpg,negative
transfer_4_transfer_4positive_whole_combined.jpg,positive
transfer_4_negative_normalizedcut1_combined.jpg,negative
transfer_4_negative_normalizedcut2_combined.jpg,negative
transfer_4_positive_normalizedcut3_combined.jpg,positive
transfer_4_positive_normalizedcut4_combined.jpg,positive
transfer_4_negative_normalizedcut5_combined.jpg,negative
transfer_4_negative_normalizedcut6_combined.jpg,negative
transfer_4_negative_normalizedcut7_combined.jpg,negative
transfer_4_negative_normalizedcut8_combined.jpg,negative
transfer_4_positive_normalizedcut9_combined.jpg,positive
transfer_4_negative_normalizedcut10_combined.jpg,negative
transfer_5_transfer_5positive_whole_combined.jpg,positive
transfer_5_negative_normalizedcut1_combined.jpg,negative
transfer_5_negative_normalizedcut2_combined.jpg,negative
transfer_5_negative_normalizedcut3_combined.jpg,negative
transfer_5_positive_normalizedcut4_combined.jpg,positive
transfer_5_negative_normalizedcut5_combined.jpg,negative
transfer_5_negative_normalizedcut6_combined.jpg,negative
transfer_5_negative_normalizedcut7_combined.jpg,negative
transfer_5_negative_normalizedcut8_combined.jpg,negative
transfer_5_positive_normalizedcut9_combined.jpg,positive
transfer_5_negative_normalizedcut10_combined.jpg,negative
transfer_6_transfer_6positive_whole_combined.jpg,positive
transfer_6_negative_normalizedcut1_combined.jpg,negative
transfer_6_negative_normalizedcut2_combined.jpg,negative
transfer_6_positive_normalizedcut3_combined.jpg,positive
transfer_6_positive_normalizedcut4_combined.jpg,positive
transfer_6_negative_normalizedcut5_combined.jpg,negative
transfer_6_negative_normalizedcut6_combined.jpg,negative
transfer_6_negative_normalizedcut7_combined.jpg,negative
transfer_6_negative_normalizedcut8_combined.jpg,negative
transfer_6_positive_normalizedcut9_combined.jpg,positive
transfer_6_negative_normalizedcut10_combined.jpg,negative
transfer_7_transfer_7positive_whole_combined.jpg,positive
transfer_7_negative_normalizedcut1_combined.jpg,negative
transfer_7_negative_normalizedcut2_combined.jpg,negative
transfer_7_positive_normalizedcut3_combined.jpg,positive
transfer_7_positive_normalizedcut4_combined.jpg,positive
transfer_7_negative_normalizedcut5_combined.jpg,negative
transfer_7_negative_normalizedcut6_combined.jpg,negative
transfer_7_negative_normalizedcut7_combined.jpg,negative
transfer_7_negative_normalizedcut8_combined.jpg,negative
transfer_7_positive_normalizedcut9_combined.jpg,positive
transfer_7_negative_normalizedcut10_combined.jpg,negative
transfer_8_transfer_8positive_whole_combined.jpg,positive
transfer_8_negative_normalizedcut1_combined.jpg,negative
transfer_8_negative_normalizedcut2_combined.jpg,negative
transfer_8_positive_normalizedcut3_combined.jpg,positive
transfer_8_positive_normalizedcut4_combined.jpg,positive
transfer_8_negative_normalizedcut5_combined.jpg,negative
transfer_8_negative_normalizedcut6_combined.jpg,negative
transfer_8_negative_normalizedcut7_combined.jpg,negative
transfer_8_negative_normalizedcut8_combined.jpg,negative
transfer_8_positive_normalizedcut9_combined.jpg,positive
transfer_8_negative_normalizedcut10_combined.jpg,negative
transfer_9_transfer_9positive_whole_combined.jpg,positive
transfer_9_positive_normalizedcut1_combined.jpg,positive
transfer_9_positive_normalizedcut2_combined.jpg,positive
transfer_9_positive_normalizedcut3_combined.jpg,positive
transfer_9_positive_normalizedcut4_combined.jpg,positive
